   2.6331100e+01   2.6446500e+01   2.6489800e+01   2.6532000e+01   2.6577000e+01
   2.6564500e+01   2.6548100e+01   2.6564600e+01   2.6534300e+01   2.6507500e+01
   2.6521400e+01   2.6524000e+01   2.6487900e+01   2.6501800e+01   2.6557500e+01
   2.6574700e+01   2.6533100e+01   2.6548400e+01   2.6488200e+01   2.6480000e+01
   2.6528800e+01   2.6554300e+01   2.6504000e+01   2.6394500e+01   2.6347300e+01
   2.6341400e+01   2.6375900e+01   2.6306000e+01   2.6231400e+01   2.6235800e+01
   2.6235800e+01   2.6213100e+01   2.6196400e+01   2.6196700e+01   2.6247400e+01
   2.6247400e+01   2.6173000e+01   2.6159900e+01   2.6148100e+01   2.6136600e+01
   2.6174000e+01   2.6214700e+01   2.6243200e+01   2.6235200e+01   2.6235200e+01
   2.6208600e+01   2.6227800e+01   2.6187300e+01   2.6149100e+01   2.6130000e+01
   2.6047600e+01   2.6041900e+01   2.6041400e+01   2.6033500e+01   2.5970900e+01
   2.6010900e+01   2.6077000e+01   2.6018000e+01   2.5995600e+01   2.6020400e+01
   2.6011300e+01   2.5994700e+01   2.5983900e+01   2.6009400e+01   2.5987100e+01
   2.5925200e+01   2.5984600e+01   2.5921000e+01   2.5918100e+01   2.5864700e+01
   2.5828600e+01   2.5796600e+01   2.5799400e+01   2.5746900e+01   2.5765700e+01
   2.5724000e+01   2.5761700e+01   2.5776000e+01   2.5694800e+01   2.5693400e+01
   2.5744600e+01   2.5685100e+01   2.5685100e+01   2.5756400e+01   2.5728800e+01
   2.5769100e+01   2.5769100e+01   2.5735100e+01   2.5733400e+01   2.5733400e+01
   2.5777100e+01   2.5859400e+01   2.5806700e+01   2.5792700e+01   2.5737600e+01
   2.5807400e+01   2.5849200e+01   2.5838800e+01   2.5883100e+01   2.5896400e+01
   2.5900200e+01   2.5915200e+01   2.5888400e+01   2.5902900e+01   2.5903100e+01
   2.5904300e+01   2.5898300e+01   2.5892800e+01   2.5849300e+01   2.5818000e+01
   2.5842800e+01   2.5924700e+01   2.5981100e+01   2.5981100e+01   2.6042000e+01
   2.6046500e+01   2.6032300e+01   2.5955800e+01   2.5926800e+01   2.5937200e+01
   2.5969200e+01   2.5935600e+01   2.5901000e+01   2.5778100e+01   2.5846800e+01
   2.5796500e+01   2.5816200e+01   2.5728800e+01   2.5657400e+01   2.5662900e+01
   2.5674200e+01   2.5730500e+01   2.5701600e+01   2.5658600e+01   2.5536300e+01
   2.5516700e+01   2.5493600e+01   2.5472800e+01   2.5456300e+01   2.5440100e+01
   2.5421600e+01   2.5414400e+01   2.5385300e+01   2.5396400e+01   2.5413200e+01
   2.5498900e+01   2.5496300e+01   2.5599900e+01   2.5544800e+01   2.5600800e+01
   2.5594500e+01   2.5555400e+01   2.5452000e+01   2.5470200e+01   2.5483700e+01
   2.5344400e+01   2.5507000e+01   2.5466100e+01   2.5531900e+01   2.5636700e+01
   2.5737900e+01   2.5781800e+01   2.5740800e+01   2.5842900e+01   2.5840500e+01
   2.5710500e+01   2.5760900e+01   2.5654400e+01   2.5675300e+01   2.5763000e+01
   2.5649400e+01   2.5626200e+01   2.5626200e+01   2.5589600e+01   2.5598200e+01
   2.5699700e+01   2.5663900e+01   2.5661800e+01   2.5570800e+01   2.5515400e+01
   2.5405600e+01   2.5367900e+01   2.5342200e+01   2.5328600e+01   2.5354700e+01
   2.5186700e+01   2.5125800e+01   2.5054000e+01   2.5006200e+01   2.5031500e+01
   2.4975500e+01   2.4961900e+01   2.4949300e+01   2.4878400e+01   2.4909300e+01
   2.4929700e+01   2.5011100e+01   2.4981400e+01   2.4980000e+01   2.5059700e+01
