  -1.0000000e+00  -1.0000000e+00   1.0000000e+01
  -1.0000000e+00  -9.1666667e-01   9.0277778e+00
  -1.0000000e+00  -8.3333333e-01   8.1111111e+00
  -1.0000000e+00  -7.5000000e-01   7.2500000e+00
  -1.0000000e+00  -6.6666667e-01   6.4444444e+00
  -1.0000000e+00  -5.8333333e-01   5.6944444e+00
  -1.0000000e+00  -5.0000000e-01   5.0000000e+00
  -1.0000000e+00  -4.1666667e-01   4.3611111e+00
  -1.0000000e+00  -3.3333333e-01   3.7777778e+00
  -1.0000000e+00  -2.5000000e-01   3.2500000e+00
  -1.0000000e+00  -1.6666667e-01   2.7777778e+00
  -1.0000000e+00  -8.3333333e-02   2.3611111e+00
  -1.0000000e+00   0.0000000e+00   2.0000000e+00
  -1.0000000e+00   8.3333333e-02   1.6944444e+00
  -1.0000000e+00   1.6666667e-01   1.4444444e+00
  -1.0000000e+00   2.5000000e-01   1.2500000e+00
  -1.0000000e+00   3.3333333e-01   1.1111111e+00
  -1.0000000e+00   4.1666667e-01   1.0277778e+00
  -1.0000000e+00   5.0000000e-01   1.0000000e+00
  -1.0000000e+00   5.8333333e-01   1.0277778e+00
  -1.0000000e+00   6.6666667e-01   1.1111111e+00
  -1.0000000e+00   7.5000000e-01   1.2500000e+00
  -1.0000000e+00   8.3333333e-01   1.4444444e+00
  -1.0000000e+00   9.1666667e-01   1.6944444e+00
  -1.0000000e+00   1.0000000e+00   2.0000000e+00
  -9.1666667e-01  -1.0000000e+00   1.0319444e+01
  -9.1666667e-01  -9.1666667e-01   9.3472222e+00
  -9.1666667e-01  -8.3333333e-01   8.4305556e+00
  -9.1666667e-01  -7.5000000e-01   7.5694444e+00
  -9.1666667e-01  -6.6666667e-01   6.7638889e+00
  -9.1666667e-01  -5.8333333e-01   6.0138889e+00
  -9.1666667e-01  -5.0000000e-01   5.3194444e+00
  -9.1666667e-01  -4.1666667e-01   4.6805556e+00
  -9.1666667e-01  -3.3333333e-01   4.0972222e+00
  -9.1666667e-01  -2.5000000e-01   3.5694444e+00
  -9.1666667e-01  -1.6666667e-01   3.0972222e+00
  -9.1666667e-01  -8.3333333e-02   2.6805556e+00
  -9.1666667e-01   0.0000000e+00   2.3194444e+00
  -9.1666667e-01   8.3333333e-02   2.0138889e+00
  -9.1666667e-01   1.6666667e-01   1.7638889e+00
  -9.1666667e-01   2.5000000e-01   1.5694444e+00
  -9.1666667e-01   3.3333333e-01   1.4305556e+00
  -9.1666667e-01   4.1666667e-01   1.3472222e+00
  -9.1666667e-01   5.0000000e-01   1.3194444e+00
  -9.1666667e-01   5.8333333e-01   1.3472222e+00
  -9.1666667e-01   6.6666667e-01   1.4305556e+00
  -9.1666667e-01   7.5000000e-01   1.5694444e+00
  -9.1666667e-01   8.3333333e-01   1.7638889e+00
  -9.1666667e-01   9.1666667e-01   2.0138889e+00
  -9.1666667e-01   1.0000000e+00   2.3194444e+00
  -8.3333333e-01  -1.0000000e+00   1.0611111e+01
  -8.3333333e-01  -9.1666667e-01   9.6388889e+00
  -8.3333333e-01  -8.3333333e-01   8.7222222e+00
  -8.3333333e-01  -7.5000000e-01   7.8611111e+00
  -8.3333333e-01  -6.6666667e-01   7.0555556e+00
  -8.3333333e-01  -5.8333333e-01   6.3055556e+00
  -8.3333333e-01  -5.0000000e-01   5.6111111e+00
  -8.3333333e-01  -4.1666667e-01   4.9722222e+00
  -8.3333333e-01  -3.3333333e-01   4.3888889e+00
  -8.3333333e-01  -2.5000000e-01   3.8611111e+00
  -8.3333333e-01  -1.6666667e-01   3.3888889e+00
  -8.3333333e-01  -8.3333333e-02   2.9722222e+00
  -8.3333333e-01   0.0000000e+00   2.6111111e+00
  -8.3333333e-01   8.3333333e-02   2.3055556e+00
  -8.3333333e-01   1.6666667e-01   2.0555556e+00
  -8.3333333e-01   2.5000000e-01   1.8611111e+00
  -8.3333333e-01   3.3333333e-01   1.7222222e+00
  -8.3333333e-01   4.1666667e-01   1.6388889e+00
  -8.3333333e-01   5.0000000e-01   1.6111111e+00
  -8.3333333e-01   5.8333333e-01   1.6388889e+00
  -8.3333333e-01   6.6666667e-01   1.7222222e+00
  -8.3333333e-01   7.5000000e-01   1.8611111e+00
  -8.3333333e-01   8.3333333e-01   2.0555556e+00
